"EDAD","ZONA_TERRITORIAL","DPTO","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","TIPO_VIVIENDA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_TARJETA_CREDITO","DISCAPACIDAD","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","FACTOR_EXPANSION"
20,"Cabecera","CALDAS","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",147.50926795
22,"Cabecera","CALDAS","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Tecnica profesional","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",136.24427059
21,"Cabecera","CALDAS","No pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Apartamento","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","0",271.01173969
23,"Cabecera","CALDAS","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","No sabe, no informa","Si","No","Media tecnica (Bachillerato tecnico)","Cuarto (s) en inquilinato","Medio - Alto","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En ninguna parte, no preparan alimentos?","En arriendo o subarriendo","No","Sin discapacidad","0",287.6430725
21,"Cabecera","CALDAS","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Apartamento","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",245.87833208
24,"Cabecera","CALDAS","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Apartamento","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De otra fuente por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",226.55428082
18,"Cabecera","CALDAS","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Apartamento","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","0",209.83551974
27,"Cabecera","CALDAS","Otro pariente","No","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","No","Si","Si","Universitaria","Casa","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Sin discapacidad","0",115.92717004
24,"Cabecera","CALDAS","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Postgrado","Casa","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Sin discapacidad","1",193.47758128
20,"Cabecera","CALDAS","No pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Casa","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",205.22738101
28,"Cabecera","CALDAS","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnologica ","Casa","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",209.21093966
22,"Cabecera","CALDAS","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Casa","Medio - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Sin discapacidad","1",116.69245737
26,"Cabecera","CALDAS","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnica profesional","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Sin discapacidad","1",212.87591861
18,"Cabecera","CALDAS","Hijo(a), hijastro(a)","No","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",204.26852388
20,"Cabecera","CALDAS","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",119.60495769
25,"Cabecera","CALDAS","Otro pariente","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","Si","Sin discapacidad","1",110.23102032
22,"Cabecera","CALDAS","Otro pariente","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","Si","Sin discapacidad","0",110.23102032
21,"Cabecera","CAQUETA","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","1",60.252798482
27,"Cabecera","CAQUETA","Jefe (a) del hogar","No","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",137.09234728
22,"Cabecera","CAQUETA","Otro pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",143.75365213
24,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",112.36682415
24,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","Si","Universitaria","Apartamento","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado tambien para dormir?","En arriendo o subarriendo","No","Sin discapacidad","1",122.09986478
27,"Cabecera","CAQUETA","Otro pariente","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En usufructo","No","Sin discapacidad","1",115.26323445
26,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","1",99.963169888
23,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",90.444344278
22,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","Si","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",63.924237741
23,"Cabecera","CAQUETA","Jefe (a) del hogar","Fallecida","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","1",59.839767298
21,"Cabecera","CAQUETA","Otro pariente","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",59.452287203
18,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",65.966683344
20,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",88.973116582
27,"Cabecera","CAQUETA","Jefe (a) del hogar","No","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",134.95027935
27,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",107.96022348
28,"Cabecera","CAQUETA","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","0",101.09087875
27,"Cabecera","CAQUETA","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Casa","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Sin discapacidad","1",121.73628381
28,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta casado (a)","Si","Si","Si","Universitaria","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Otra","No","Sin discapacidad","1",105.94121354
23,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",58.050681342
23,"Cabecera","CAQUETA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnologica ","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","Si","Sin discapacidad","1",79.905297176
28,"Cabecera","CAQUETA","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",103.14461007
19,"Cabecera","CAQUETA","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Basica secundaria (6o - 9o)","Apartamento","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",50.330608805
26,"Cabecera","CAQUETA","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","1",127.12945625
