EDAD;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;NUMERO_PERSONAS_HOGAR;TIPO_OCUPACION_VIVIENDA;ETNIA;GENERO;ESTADO_CIVIL;ORIENTACION_SEXUAL;ESTRATO_ENERGIA_ELECTRICA;MAYOR_NIVEL_EDUCATIVO;MADRE_RESIDE_HOGAR;PARENTESCO_JEFE_DE_HOGAR;SEXO;DPTO;FACTOR_EXPANSION;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA
21;5;4;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media tecnica (Bachillerato tecnico);Si;Otro pariente;Masculino;HUILA;104.92243006;0
19;4;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;HUILA;303.83203499;1
27;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;HUILA;163.55370422;1
24;4;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;HUILA;236.91461519;1
27;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;HUILA;119.84767682;1
21;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;HUILA;85.874454512;1
26;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;HUILA;119.84767682;1
24;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;HUILA;192.21568005;1
23;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;HUILA;145.08321025;1
27;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;HUILA;77.234437864;1
19;4;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;HUILA;170.28237967;1
26;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;HUILA;145.99837877;1
22;4;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;HUILA;197.66893516;0
27;4;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Medio - Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Masculino;HUILA;197.66893516;1
27;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;HUILA;138.1378538;1
27;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;HUILA;190.1443921;1
28;4;2;4;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;HUILA;188.64864931;0
26;4;2;4;En usufructo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Femenino;HUILA;188.64864931;0
27;4;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;HUILA;204.65009724;1
25;3;2;2;Propiedad colectiva;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;92.646160709;1
26;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;Si;Otro pariente;Femenino;LA GUAJIRA;72.258892975;1
25;2;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;LA GUAJIRA;121.08052061;1
21;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;113.77574742;0
28;2;1;4;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;LA GUAJIRA;77.76419702;1
26;4;3;2;Posesion sin titulo;Indigena;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;LA GUAJIRA;110.3965086;1
25;4;3;2;Posesion sin titulo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Hermano(a) o hermanastro(a);Femenino;LA GUAJIRA;110.3965086;0
22;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnica profesional;No;Hermano(a) o hermanastro(a);Masculino;LA GUAJIRA;72.920198744;1
20;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Bajo - Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Femenino;LA GUAJIRA;76.957344442;0
27;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;LA GUAJIRA;76.957344442;1
24;3;2;3;Posesion sin titulo;Negro, mulato (afrodescendiente);Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Tecnologica ;No;Pareja, esposo(a), conyuge, companero(a);Masculino;LA GUAJIRA;63.635324601;0
24;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;43.618246296;1
24;1;1;7;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;LA GUAJIRA;35.743189943;1
28;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Femenino;LA GUAJIRA;113.37516968;1
25;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Masculino;LA GUAJIRA;114.81068242;1
25;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Femenino;LA GUAJIRA;114.81068242;1
23;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;LA GUAJIRA;144.22523071;1
26;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;88.650799347;1
28;4;3;5;Propiedad colectiva;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;LA GUAJIRA;63.465282559;1
22;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;49.525716756;0
25;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;50.175213816;0
28;2;1;4;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;LA GUAJIRA;68.352771334;1
26;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;LA GUAJIRA;68.886409454;1
27;3;2;7;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;LA GUAJIRA;49.731499004;1
23;5;3;5;Propia, totalmente pagada;Indigena;Mujer;Esta soltero (a);Hombres;Bajo;Tecnica profesional;No;No pariente;Femenino;LA GUAJIRA;118.00622256;1
26;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnologica ;No;Pareja, esposo(a), conyuge, companero(a);Masculino;LA GUAJIRA;113.37516968;1
22;1;1;4;Propia, totalmente pagada;Indigena;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Fallecida;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;35.668313449;1
26;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;LA GUAJIRA;43.819795024;1
28;4;2;4;Propia, totalmente pagada;Indigena;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;94.725531357;0
22;3;2;3;En arriendo o subarriendo;Negro, mulato (afrodescendiente);Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;No;Otro pariente;Femenino;LA GUAJIRA;52.517334851;0
19;3;2;4;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;LA GUAJIRA;57.622458562;0
23;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;MAGDALENA;340.24980179;1
26;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;No pariente;Masculino;MAGDALENA;340.24980179;1
19;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;No pariente;Masculino;MAGDALENA;340.24980179;1
24;2;2;5;En usufructo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Hijo(a), hijastro(a);Femenino;MAGDALENA;340.21899777;1
25;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Jefe (a) del hogar;Femenino;MAGDALENA;275.91391411;1
26;3;2;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;MAGDALENA;252.51309973;1
22;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;MAGDALENA;171.23213314;1
25;3;2;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Hijo(a), hijastro(a);Masculino;MAGDALENA;226.24750176;1
23;3;2;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Masculino;MAGDALENA;286.51643187;1
23;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;MAGDALENA;173.66362127;1
28;4;3;4;Posesion sin titulo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;MAGDALENA;266.33729246;1
22;3;2;3;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;MAGDALENA;242.83137037;1
26;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;No pariente;Masculino;MAGDALENA;198.94553082;1
26;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Postgrado;No;Jefe (a) del hogar;Femenino;MAGDALENA;187.42526656;1
23;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;MAGDALENA;185.23802402;1
26;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Masculino;MAGDALENA;185.23802402;1
25;4;3;4;En arriendo o subarriendo;Indigena;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;MAGDALENA;215.49053691;1
20;4;3;4;En arriendo o subarriendo;Indigena;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;MAGDALENA;215.49053691;0
24;4;3;3;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;MAGDALENA;150.72001119;1
20;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Femenino;META;300.55582236;1
26;5;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;META;193.41335276;1
24;2;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;META;334.49864986;1
25;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;META;404.28443924;1
23;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Hombres;Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;META;404.28443924;1
19;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;Hijo(a), hijastro(a);Masculino;META;161.58864603;1
24;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;META;202.29563996;0
19;5;4;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica primaria (1o - 5o);Si;Hijo(a), hijastro(a);Masculino;META;606.07907505;0
22;5;4;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Otro pariente;Masculino;META;606.07907505;1
22;5;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;META;276.95209461;1
18;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;META;252.74291289;1
27;3;2;3;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;META;335.54623284;0
18;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;META;174.93782934;0
19;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;META;133.26109826;1
25;6;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;No pariente;Femenino;META;144.78746662;1
18;4;2;3;Posesion sin titulo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;META;217.59671955;1
27;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;META;161.20311611;1
24;4;2;3;En usufructo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Fallecida;Otro pariente;Femenino;META;224.62026792;1
28;3;2;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;META;366.49007547;1
22;1;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media tecnica (Bachillerato tecnico);No;Jefe (a) del hogar;Femenino;META;298.18100091;1
22;5;4;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;Hijo(a), hijastro(a);Femenino;META;185.73199806;1
22;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;META;320.02001832;1
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;META;240.74275832;1
21;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;META;152.90656171;1
20;3;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta casado(a) y vive en pareja  hace  menos de dos anos;Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;META;152.90656171;1
27;5;1;2;En usufructo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;META;180.40099194;1
28;5;1;2;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;META;180.40099194;1
20;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;META;254.84426952;1
22;4;2;2;Posesion sin titulo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;META;177.24934055;1
26;1;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;META;240.48634901;1
27;1;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;META;240.48634901;1
27;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;META;220.575834;1
20;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;META;128.90861131;1
26;1;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;META;333.95091374;1
28;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;Otro pariente;Femenino;META;144.69900229;1
